sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
"She is not unpredictable, and he is unpredictable too.",predictable-unpredictable,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.28046703338623;-1.8902435302734375;-5.337101459503174;-1.5444421768188477;-4.633327484130859;-4.826640605926514;-0.9246044158935547,0.0;-6.919441223144531;-6.422454833984375;-16.911048889160156;-3.106403350830078;-5.362098693847656;-6.068534851074219;-12.552989959716797;-8.869659423828125;-5.161020278930664,-1.164846420288086;-0.021566390991210938;-4.104887962341309;-1.5973644256591797;-1.065291404724121;-1.263967514038086;-0.02219867706298828;-3.264932632446289;-0.8477201461791992;-0.028017044067382812,-0.7294273376464844;-0.157440185546875;-5.563560485839844;-4.994636535644531;-1.7731475830078125;-0.5931472778320312;-0.199127197265625;-2.111602783203125;-1.0891876220703125;-0.03318023681640625
"She is not predictable, and he is unpredictable too.",predictable-unpredictable,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.717784881591797;-1.6486587524414062;-5.396869659423828;-1.450484275817871;-2.6332778930664062;-5.33770751953125;-0.7221565246582031,0.0;-7.152900695800781;-5.106195449829102;-13.601951599121094;-3.237071990966797;-4.8168182373046875;-9.176021575927734;-10.126104354858398;-6.362001419067383;-6.367683410644531,-1.378983497619629;-0.013418197631835938;-3.0920028686523438;-1.6677227020263672;-0.9703092575073242;-1.2698278427124023;-0.016307830810546875;-5.259143829345703;-0.3811988830566406;-0.022867202758789062,-3.2208824157714844;-0.15744781494140625;-0.46335601806640625;-1.984466552734375;-0.5805892944335938;-0.8489913940429688;-0.19335174560546875;-1.9263992309570312;-0.20841217041015625;-0.03174591064453125
"She is not unpredictable, and he is predictable too.",predictable-unpredictable,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-13.28046703338623;-1.8902435302734375;-5.337101459503174;-1.5444421768188477;-5.670350074768066;-5.920785903930664;-0.8427915573120117,0.0;-7.301155090332031;-4.637031555175781;-14.269742965698242;-3.269153594970703;-5.422933578491211;-6.259510040283203;-7.383928298950195;-6.048727989196777;-5.940593719482422,-1.0795831680297852;-0.016012191772460938;-4.159585952758789;-5.973349571228027;-1.0018548965454102;-1.2601737976074219;-0.01908588409423828;-5.287415027618408;-0.7303943634033203;-0.02381134033203125,-3.8128318786621094;-0.1173858642578125;-1.5925064086914062;-2.241016387939453;-0.7426834106445312;-2.038970947265625;-0.22620391845703125;-2.2117385864257812;-0.7789764404296875;-0.030242919921875
"He is reasonable, and she is reasonable too.",reasonable-unreasonable,y,pp,n,mf,0.0;-3.1556758880615234;-12.08091926574707;-2.3204736709594727;-5.960766315460205;-0.9203643798828125;-2.1392555236816406;-3.838809013366699;-1.0664901733398438,0.0;-10.681243896484375;-17.54827117919922;-3.6856040954589844;-7.23900032043457;-8.160194396972656;-9.994659423828125;-4.954212188720703;-7.760822296142578,-0.686431884765625;-0.08126258850097656;-0.31148815155029297;-0.5064783096313477;-1.0319948196411133;-0.021790504455566406;-1.3844823837280273;-0.5347862243652344;-0.025053024291992188,-0.13539886474609375;-0.1585540771484375;-0.1368408203125;-0.6176605224609375;-0.380645751953125;-0.150634765625;-1.462249755859375;-0.082244873046875;-0.03131103515625
"He is unreasonable, and she is unreasonable too.",reasonable-unreasonable,y,mm,n,mf,0.0;-3.1556758880615234;-14.109315872192383;-1.9427289962768555;-5.628144264221191;-0.9482698440551758;-2.3330211639404297;-4.1564836502075195;-1.1960115432739258,0.0;-12.137531280517578;-15.729764938354492;-3.078993320465088;-6.987741470336914;-9.75876235961914;-13.233238220214844;-5.839424133300781;-7.61262321472168,-0.9226150512695312;-0.04871368408203125;-0.08047676086425781;-0.45648860931396484;-0.8395872116088867;-0.019300460815429688;-0.001232147216796875;-0.20975112915039062;-0.03619575500488281,-0.14654541015625;-0.0937042236328125;-0.11389923095703125;-1.1024932861328125;-0.2145538330078125;-0.12584686279296875;-2.605945587158203;-0.1294097900390625;-0.04467010498046875
"He is reasonable, and she is unreasonable too.",reasonable-unreasonable,y,pm,n,mf,0.0;-3.1556758880615234;-12.08091926574707;-2.3204736709594727;-5.960766315460205;-0.9203643798828125;-4.460296154022217;-5.424195766448975;-1.1229219436645508,0.0;-11.12381362915039;-13.861013412475586;-3.8384246826171875;-6.802326202392578;-8.291297912597656;-12.919620513916016;-5.384387969970703;-7.573357582092285,-3.205289840698242;-0.029195785522460938;-5.267416477203369;-2.3183536529541016;-3.2932586669921875;-0.019559860229492188;-0.0042247772216796875;-1.3790006637573242;-0.027791976928710938,-4.833747863769531;-0.1082763671875;-5.372627258300781;-2.10894775390625;-4.9324951171875;-0.17621612548828125;-9.02029800415039;-2.981151580810547;-0.041778564453125
"He is unreasonable, and she is reasonable too.",reasonable-unreasonable,y,mp,n,mf,0.0;-3.1556758880615234;-14.109315872192383;-1.9427289962768555;-5.628144264221191;-0.9482698440551758;-4.539116382598877;-4.292670726776123;-1.1180410385131836,0.0;-12.348344802856445;-22.52853012084961;-3.352260112762451;-6.680429458618164;-9.551984786987305;-12.738433837890625;-4.964138031005859;-9.176536560058594,-3.5960655212402344;-0.05863380432128906;-0.08504104614257812;-2.1198787689208984;-3.6479873657226562;-0.03950977325439453;-9.29643440246582;-3.132091522216797;-0.029726028442382812,-3.6016006469726562;-0.11553192138671875;-6.3218231201171875;-2.2017135620117188;-1.506500244140625;-0.12270355224609375;-6.4485931396484375;-1.9877357482910156;-0.04430389404296875
"He is not reasonable, and she is reasonable too.",reasonable-unreasonable,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.555973052978516;-1.8862800598144531;-5.602963447570801;-1.005600929260254;-6.149875640869141;-5.253796577453613;-1.1032752990722656,0.0;-8.144397735595703;-4.17681884765625;-13.88534927368164;-3.0479736328125;-7.375696182250977;-4.413021087646484;-10.32684326171875;-7.831499099731445;-3.749784469604492,-1.288187026977539;-0.027189254760742188;-3.8648910522460938;-1.2533702850341797;-1.1998271942138672;-1.2930984497070312;-0.07462024688720703;-6.907016754150391;-1.9775657653808594;-0.04469490051269531,-0.4043426513671875;-0.09755706787109375;-6.233154296875;-7.193756103515625;-0.9729537963867188;-0.9659423828125;-0.31038665771484375;-5.676399230957031;-2.1427345275878906;-0.07574462890625
"He is not unreasonable, and she is unreasonable too.",reasonable-unreasonable,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.505115509033203;-2.134182929992676;-5.776268005371094;-0.9716587066650391;-6.768350601196289;-5.33772087097168;-1.0951604843139648,0.0;-8.254375457763672;-4.338395595550537;-13.493209838867188;-3.152925491333008;-7.680438995361328;-4.412120819091797;-13.20734977722168;-8.48896598815918;-4.514074325561523,-1.1375370025634766;-0.018114089965820312;-3.3735179901123047;-0.07985591888427734;-1.3153743743896484;-1.3448162078857422;-0.036011695861816406;-0.0015201568603515625;-0.9786405563354492;-0.030225753784179688,-0.6324310302734375;-0.21073150634765625;-3.6251068115234375;-0.5404548645019531;-1.1143875122070312;-0.8939437866210938;-0.1915435791015625;-4.951633453369141;-1.0369682312011719;-0.04874420166015625
"He is not reasonable, and she is unreasonable too.",reasonable-unreasonable,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.555973052978516;-1.8862800598144531;-5.602963447570801;-1.005600929260254;-5.056485176086426;-5.748713493347168;-1.147547721862793,0.0;-9.329830169677734;-5.922459602355957;-13.662139892578125;-3.1113834381103516;-7.536670684814453;-5.039119720458984;-12.616535186767578;-6.996614456176758;-3.994739532470703,-4.485180854797363;-0.010425567626953125;-2.095823287963867;-3.756171226501465;-0.31325244903564453;-4.973459243774414;-0.030492782592773438;-0.0048809051513671875;-2.3056135177612305;-0.037876129150390625,-2.4793472290039062;-0.10369873046875;-0.7320709228515625;-1.8417320251464844;-0.5228729248046875;-1.112762451171875;-0.2043914794921875;-2.4120254516601562;-0.25347137451171875;-0.06324005126953125
"He is not unreasonable, and she is reasonable too.",reasonable-unreasonable,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.505115509033203;-2.134182929992676;-5.776268005371094;-0.9716587066650391;-5.632879734039307;-4.51544713973999;-1.0051288604736328,0.0;-8.595670700073242;-3.8541860580444336;-11.50704574584961;-3.0340423583984375;-7.834352493286133;-5.981098175048828;-9.940091133117676;-6.4958038330078125;-6.682521820068359,-4.6987104415893555;-0.0203399658203125;-0.4215984344482422;-0.0696725845336914;-0.8179521560668945;-6.048196792602539;-0.04654884338378906;-7.751899242401123;-3.9237279891967773;-0.018949508666992188,-3.633575439453125;-0.21141815185546875;-0.24908447265625;-0.7169914245605469;-0.28598785400390625;-2.85955810546875;-0.148529052734375;-2.032867431640625;-0.19886016845703125;-0.041839599609375
"She is reasonable, and he is reasonable too.",reasonable-unreasonable,y,pp,n,fm,0.0;-3.225691318511963;-12.00503158569336;-2.3318710327148438;-5.418544769287109;-1.0768966674804688;-2.2083892822265625;-4.2075653076171875;-1.095952033996582,0.0;-4.867000579833984;-14.761512756347656;-5.3297576904296875;-6.640892028808594;-6.278858184814453;-12.363975524902344;-2.5497093200683594;-5.838237762451172,-0.9002151489257812;-0.08250045776367188;-0.35539722442626953;-0.5351495742797852;-1.0123023986816406;-0.01851177215576172;-1.5641908645629883;-0.47219371795654297;-0.027837753295898438,-0.213531494140625;-0.1218414306640625;-0.1800537109375;-0.6959381103515625;-0.3028411865234375;-0.1605377197265625;-1.93756103515625;-0.08817291259765625;-0.0306549072265625
"She is unreasonable, and he is unreasonable too.",reasonable-unreasonable,y,mm,n,fm,0.0;-3.225691318511963;-14.147007942199707;-2.002068519592285;-5.324697494506836;-1.1639347076416016;-2.675212860107422;-4.040035247802734;-1.2584800720214844,0.0;-13.640439987182617;-16.73341941833496;-3.073146343231201;-4.177563667297363;-9.019115447998047;-12.401521682739258;-6.113861083984375;-7.707325458526611,-1.4219226837158203;-0.05448722839355469;-0.07011604309082031;-0.44651222229003906;-0.8071680068969727;-0.016155242919921875;-0.000888824462890625;-0.22174453735351562;-0.03977012634277344,-0.16916656494140625;-0.0744781494140625;-0.1389312744140625;-1.2035293579101562;-0.194488525390625;-0.15216827392578125;-3.0898284912109375;-0.1290435791015625;-0.0421905517578125
"She is reasonable, and he is unreasonable too.",reasonable-unreasonable,y,pm,n,fm,0.0;-3.225691318511963;-12.00503158569336;-2.3318710327148438;-5.418544769287109;-1.0768966674804688;-4.158837795257568;-5.9927520751953125;-1.1560020446777344,0.0;-11.165586471557617;-13.005396842956543;-3.069120407104492;-4.375092506408691;-7.585905075073242;-12.154306411743164;-6.142864227294922;-6.964447021484375,-4.073327541351318;-0.03722953796386719;-5.5149335861206055;-2.5064821243286133;-2.954620361328125;-0.020219802856445312;-0.0030460357666015625;-1.5740442276000977;-0.030971527099609375,-5.966533660888672;-0.07677459716796875;-4.8426971435546875;-2.0643692016601562;-4.644889831542969;-0.18589019775390625;-9.223030090332031;-2.613147735595703;-0.04367828369140625
"She is unreasonable, and he is reasonable too.",reasonable-unreasonable,y,mp,n,fm,0.0;-3.225691318511963;-14.147007942199707;-2.002068519592285;-5.324697494506836;-1.1639347076416016;-4.4986724853515625;-4.155406951904297;-1.1624345779418945,0.0;-12.901174545288086;-20.117253303527832;-3.6088876724243164;-5.923666000366211;-9.441751480102539;-14.79039192199707;-4.877765655517578;-7.681540489196777,-4.409913539886475;-0.04738044738769531;-0.0807332992553711;-2.2685108184814453;-3.937602996826172;-0.029645919799804688;-9.352827072143555;-2.553034782409668;-0.03119659423828125,-5.011211395263672;-0.085205078125;-6.31927490234375;-2.5506973266601562;-1.4361343383789062;-0.12342071533203125;-6.402751922607422;-1.4694175720214844;-0.03815460205078125
"She is not reasonable, and he is reasonable too.",reasonable-unreasonable,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.495658874511719;-1.9960002899169922;-4.812049865722656;-1.0072174072265625;-6.054317474365234;-5.616400718688965;-1.1421165466308594,0.0;-7.761837005615234;-3.3483638763427734;-14.102760314941406;-3.1280975341796875;-5.593294143676758;-4.584049224853516;-10.694463729858398;-9.36492919921875;-3.153501510620117,-1.4592418670654297;-0.025691986083984375;-4.0531463623046875;-1.6565914154052734;-1.3497390747070312;-1.0774364471435547;-0.06788349151611328;-6.842127799987793;-1.572427749633789;-0.04537773132324219,-0.6955795288085938;-0.0805206298828125;-6.518989562988281;-6.596401214599609;-1.0166244506835938;-0.7523422241210938;-0.2054901123046875;-5.455837249755859;-1.7071533203125;-0.06342315673828125
"She is not unreasonable, and he is unreasonable too.",reasonable-unreasonable,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.535526275634766;-2.038844108581543;-5.245484352111816;-1.0743732452392578;-7.221456527709961;-5.598431587219238;-1.1349458694458008,0.0;-6.861640930175781;-4.143881320953369;-12.188920974731445;-3.3509368896484375;-5.394306182861328;-5.495609283447266;-13.57557487487793;-9.017547607421875;-5.70042610168457,-1.4876527786254883;-0.016138076782226562;-3.4540700912475586;-0.07256031036376953;-1.3793954849243164;-1.1364259719848633;-0.028227806091308594;-0.000988006591796875;-1.0477676391601562;-0.03385734558105469,-0.5383377075195312;-0.13129425048828125;-3.3246498107910156;-0.573455810546875;-1.2085342407226562;-0.6381378173828125;-0.22540283203125;-5.627986907958984;-0.8600234985351562;-0.04805755615234375
"She is not reasonable, and he is unreasonable too.",reasonable-unreasonable,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.495658874511719;-1.9960002899169922;-4.812049865722656;-1.0072174072265625;-5.122793197631836;-6.012520790100098;-1.2096490859985352,0.0;-7.763179779052734;-3.2452220916748047;-14.859659194946289;-3.257396697998047;-5.831169128417969;-5.909934997558594;-12.478780746459961;-8.963846206665039;-5.375619888305664,-5.191406726837158;-0.008703231811523438;-2.1400461196899414;-4.045648574829102;-0.3896455764770508;-4.191461563110352;-0.030282974243164062;-0.003124237060546875;-2.130063056945801;-0.04130744934082031,-3.5690460205078125;-0.0756683349609375;-0.7804031372070312;-1.8247413635253906;-0.595672607421875;-0.8439407348632812;-0.2117767333984375;-2.8320541381835938;-0.299346923828125;-0.05666351318359375
"She is not unreasonable, and he is reasonable too.",reasonable-unreasonable,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.535526275634766;-2.038844108581543;-5.245484352111816;-1.0743732452392578;-6.489936828613281;-4.613509178161621;-1.0280342102050781,0.0;-6.558250427246094;-3.5770816802978516;-13.011676788330078;-3.017303466796875;-5.375299453735352;-5.972118377685547;-9.650279998779297;-6.679111480712891;-5.934455871582031,-5.811024188995361;-0.01227569580078125;-0.44298744201660156;-0.0639791488647461;-0.9080905914306641;-6.030307769775391;-0.037738800048828125;-7.995331764221191;-3.263493537902832;-0.020624160766601562,-5.372642517089844;-0.1317901611328125;-0.2563629150390625;-0.9079246520996094;-0.280120849609375;-2.0322265625;-0.166290283203125;-2.8104286193847656;-0.20966339111328125;-0.03891754150390625
"He is remarkable, and she is remarkable too.",remarkable-unremarkable,y,pp,n,mf,0.0;-3.1556758880615234;-12.067765235900879;-2.222062110900879;-6.188379287719727;-0.8924713134765625;-3.3534722328186035;-2.8490114212036133;-1.0729761123657227,0.0;-10.804901123046875;-17.946626663208008;-2.760618209838867;-6.56956672668457;-8.47857666015625;-11.075117111206055;-7.6623687744140625;-6.745100975036621,-0.7667608261108398;-0.029140472412109375;-0.36087703704833984;-0.3582725524902344;-0.7436628341674805;-0.011260986328125;-1.0492582321166992;-0.229583740234375;-0.0247650146484375,-0.13869476318359375;-0.060028076171875;-0.14910125732421875;-0.9949722290039062;-0.31786346435546875;-0.09609222412109375;-1.0162734985351562;-0.08113861083984375;-0.02997589111328125
"He is unremarkable, and she is unremarkable too.",remarkable-unremarkable,y,mm,n,mf,0.0;-3.1556758880615234;-14.448689460754395;-2.464047431945801;-6.863095760345459;-1.5879945755004883;-3.1622743606567383;-2.2588043212890625;-0.6738996505737305,0.0;-9.94356918334961;-46.46025466918945;-2.0565185546875;-8.670501708984375;-8.811336517333984;-38.906005859375;-11.143245697021484;-3.095369338989258,-0.5726432800292969;-0.058643341064453125;-0.08855342864990234;-0.5299339294433594;-0.7557229995727539;-0.035892486572265625;-0.0028133392333984375;-0.27483177185058594;-0.020542144775390625,-0.0474700927734375;-0.0525970458984375;-0.0468292236328125;-0.63482666015625;-0.083099365234375;-0.103271484375;-0.00030517578125;-0.138397216796875;-0.01483917236328125
