sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_sentence_surprisal,xlnet_large_cased_sentence_surprisal,bert_large_cased_sentence_surprisal,roberta_large_sentence_surprisal
He is not unsuccessful means that he is unsuccessful.,successful-unsuccessful,y,mm,y,mf,38.09790039,95.96966553,17.18742371,17.97303391
He is not successful means that he is unsuccessful.,successful-unsuccessful,y,pm,y,mf,33.05615997,95.85178375,16.0818634,13.23630524
He is not unsuccessful means that he is successful.,successful-unsuccessful,y,mp,y,mf,37.45186234,89.33058167,19.89206982,16.39706802
She is successful means that she is successful.,successful-unsuccessful,y,pp,n,fm,32.18120193,80.98931122,14.70502949,12.48666
She is unsuccessful means that she is unsuccessful.,successful-unsuccessful,y,mm,n,fm,37.00654221,86.65633392,19.52172947,13.48294449
She is successful means that she is unsuccessful.,successful-unsuccessful,y,pm,n,fm,37.29019547,77.64920044,25.11259031,22.25057983
She is unsuccessful means that she is successful.,successful-unsuccessful,y,mp,n,fm,38.26930237,81.36092377,27.1566906,23.51744461
She is not successful means that she is successful.,successful-unsuccessful,y,pp,y,fm,36.09602356,82.93574524,22.339252,16.42428207
She is not unsuccessful means that she is unsuccessful.,successful-unsuccessful,y,mm,y,fm,39.44516373,93.79449463,19.51999855,17.48423004
She is not successful means that she is unsuccessful.,successful-unsuccessful,y,pm,y,fm,33.76165009,94.66989136,17.75362778,12.35630417
She is not unsuccessful means that she is successful.,successful-unsuccessful,y,mp,y,fm,38.80640793,85.62291718,20.69259453,15.2954483
He is truthful means that he is truthful.,truthful-untruthful,y,pp,n,mf,32.94239044,125.2842255,8.301908493,17.19420242
He is untruthful means that he is untruthful.,truthful-untruthful,y,mm,n,mf,34.12402344,172.5797424,8.358865738,10.70894623
He is truthful means that he is untruthful.,truthful-untruthful,y,pm,n,mf,35.94071198,144.0518494,12.97150517,16.65600967
He is untruthful means that he is truthful.,truthful-untruthful,y,mp,n,mf,36.4825058,142.2661896,13.5223875,19.74287415
He is not truthful means that he is truthful.,truthful-untruthful,y,pp,y,mf,37.96035385,121.9052582,13.97019291,22.68430328
He is not untruthful means that he is untruthful.,truthful-untruthful,y,mm,y,mf,38.12281799,166.2537842,11.78193092,12.55200195
He is not truthful means that he is untruthful.,truthful-untruthful,y,pm,y,mf,35.16272354,132.0409393,13.02108574,10.61619568
He is not untruthful means that he is truthful.,truthful-untruthful,y,mp,y,mf,38.79322433,132.1077881,13.24110079,17.44363022
She is truthful means that she is truthful.,truthful-untruthful,y,pp,n,fm,33.73318481,124.7554474,9.395288467,16.71504974
She is untruthful means that she is untruthful.,truthful-untruthful,y,mm,n,fm,35.28096008,178.1569366,8.747899532,9.898799896
She is truthful means that she is untruthful.,truthful-untruthful,y,pm,n,fm,36.59384918,144.6038208,14.29309177,16.73085785
She is untruthful means that she is truthful.,truthful-untruthful,y,mp,n,fm,37.16034698,141.3764954,14.41085625,19.16410446
She is not truthful means that she is truthful.,truthful-untruthful,y,pp,y,fm,38.17696762,125.5159302,14.28315639,23.14348602
She is not untruthful means that she is untruthful.,truthful-untruthful,y,mm,y,fm,39.4585228,164.0888367,12.3406539,11.83191299
She is not truthful means that she is untruthful.,truthful-untruthful,y,pm,y,fm,35.77963638,134.7745819,13.08300781,9.087265015
She is not untruthful means that she is truthful.,truthful-untruthful,y,mp,y,fm,39.56008911,131.703598,14.16818333,16.33014297
He is perfect means that he is perfect.,perfect-imperfect,y,pp,n,mf,31.90028572,80.71041107,11.24271822,18.01681137
He is imperfect means that he is imperfect.,perfect-imperfect,y,mm,n,mf,32.8663559,96.085289,5.058495522,17.21389008
He is perfect means that he is imperfect.,perfect-imperfect,y,pm,n,mf,36.33353424,83.92391205,9.991135597,22.33236313
He is imperfect means that he is perfect.,perfect-imperfect,y,mp,n,mf,35.96894455,76.65705109,9.146548271,20.80696487
He is not perfect means that he is perfect.,perfect-imperfect,y,pp,y,mf,35.10929489,77.22993469,20.5215807,18.13464737
He is not imperfect means that he is imperfect.,perfect-imperfect,y,mm,y,mf,39.5893898,91.20823669,6.995119095,19.69736862
He is not perfect means that he is imperfect.,perfect-imperfect,y,pm,y,mf,32.25676346,86.00604248,10.7701683,15.16274261
He is not imperfect means that he is perfect.,perfect-imperfect,y,mp,y,mf,37.44524384,87.65655518,9.999166489,18.54346466
She is perfect means that she is perfect.,perfect-imperfect,y,pp,n,fm,31.90590096,86.45959473,12.38919306,17.15561676
She is imperfect means that she is imperfect.,perfect-imperfect,y,mm,n,fm,33.58905792,86.43283081,5.678180695,15.48260498
She is perfect means that she is imperfect.,perfect-imperfect,y,pm,n,fm,36.46854019,83.49323273,12.91645527,21.45241547
She is imperfect means that she is perfect.,perfect-imperfect,y,mp,n,fm,36.22716141,83.69633484,11.11890411,19.54225159
She is not perfect means that she is perfect.,perfect-imperfect,y,pp,y,fm,35.560112,83.52267456,20.90663385,17.32450104
She is not imperfect means that she is imperfect.,perfect-imperfect,y,mm,y,fm,40.54611206,94.39774323,7.647260666,17.97766876
She is not perfect means that she is imperfect.,perfect-imperfect,y,pm,y,fm,33.2144165,87.11008453,12.18616104,13.3067627
She is not imperfect means that she is perfect.,perfect-imperfect,y,mp,y,fm,38.59791565,89.26306152,11.4644618,16.55533218
He is brave means that he is brave.,brave-cowardly,n,pp,n,mf,33.8306427,87.50534058,10.98303318,19.62675858
He is cowardly means that he is cowardly.,brave-cowardly,n,mm,n,mf,36.4830246,132.5482788,10.09526062,17.32578278
He is brave means that he is cowardly.,brave-cowardly,n,pm,n,mf,38.79637909,97.03894043,14.06516743,27.04762268
He is cowardly means that he is brave.,brave-cowardly,n,mp,n,mf,39.27852249,105.011261,21.94250774,28.19100571
He is not brave means that he is brave.,brave-cowardly,n,pp,y,mf,39.51557541,91.65679932,21.75459957,22.54898071
He is not cowardly means that he is cowardly.,brave-cowardly,n,mm,y,mf,40.43556595,126.6062317,15.30336189,19.00829315
He is not brave means that he is cowardly.,brave-cowardly,n,pm,y,mf,36.05363464,101.1795731,13.16394901,19.23107529
He is not cowardly means that he is brave.,brave-cowardly,n,mp,y,mf,39.90512085,109.9925919,19.43760967,21.5140686
She is brave means that she is brave.,brave-cowardly,n,pp,n,fm,33.88423157,85.69291687,12.8178339,18.93120193
She is cowardly means that she is cowardly.,brave-cowardly,n,mm,n,fm,38.16167068,132.913269,11.44542217,19.3235321
She is brave means that she is cowardly.,brave-cowardly,n,pm,n,fm,39.56889343,101.0042419,15.34613705,25.72777939
She is cowardly means that she is brave.,brave-cowardly,n,mp,n,fm,40.37022018,103.4878159,23.56257439,29.1307373
She is not brave means that she is brave.,brave-cowardly,n,pp,y,fm,39.08272552,94.87522888,22.23813152,22.61960602
She is not cowardly means that she is cowardly.,brave-cowardly,n,mm,y,fm,42.80009842,128.6970062,16.39976978,18.81738663
She is not brave means that she is cowardly.,brave-cowardly,n,pm,y,fm,37.02142715,106.8024216,13.5830822,17.23384857
She is not cowardly means that she is brave.,brave-cowardly,n,mp,y,fm,40.74710083,109.8188782,21.19303656,20.32250214
He is courageous means that he is courageous.,courageous-cowardly,n,pp,n,mf,36.76873779,94.03468323,7.299612045,18.14360046
He is cowardly means that he is cowardly.,courageous-cowardly,n,mm,n,mf,36.4830246,132.5482788,10.09526062,17.32578278
He is courageous means that he is cowardly.,courageous-cowardly,n,pm,n,mf,40.82183075,100.4815216,12.46868706,28.17735291
He is cowardly means that he is courageous.,courageous-cowardly,n,mp,n,mf,40.81262207,107.5779114,16.1227684,29.91324615
He is not courageous means that he is courageous.,courageous-cowardly,n,pp,y,mf,41.88419724,94.44404602,16.392766,24.01282501
He is not cowardly means that he is cowardly.,courageous-cowardly,n,mm,y,mf,40.43556595,126.6062317,15.30336189,19.00829315
He is not courageous means that he is cowardly.,courageous-cowardly,n,pm,y,mf,36.6059761,107.0721283,14.33181953,19.01202011
He is not cowardly means that he is courageous.,courageous-cowardly,n,mp,y,mf,41.22006607,109.5769119,17.67687273,23.15733719
She is courageous means that she is courageous.,courageous-cowardly,n,pp,n,fm,37.55182648,97.61797333,7.716853142,17.39733887
She is cowardly means that she is cowardly.,courageous-cowardly,n,mm,n,fm,38.16167068,132.913269,11.44542217,19.3235321
She is courageous means that she is cowardly.,courageous-cowardly,n,pm,n,fm,42.30020142,108.2007141,13.71810341,26.80561447
She is cowardly means that she is courageous.,courageous-cowardly,n,mp,n,fm,42.09588623,105.6828232,18.16894245,30.93396378
She is not courageous means that she is courageous.,courageous-cowardly,n,pp,y,fm,42.53910065,92.33569336,16.09243584,23.45149231
She is not cowardly means that she is cowardly.,courageous-cowardly,n,mm,y,fm,42.80009842,128.6970062,16.39976978,18.81738663
She is not courageous means that she is cowardly.,courageous-cowardly,n,pm,y,fm,38.02148056,108.9732971,14.88757229,17.02362061
She is not cowardly means that she is courageous.,courageous-cowardly,n,mp,y,fm,42.35968781,107.1925354,18.54712105,21.72885895
He is relaxed means that he is relaxed.,relaxed-nervous,n,pp,n,mf,34.9254837,89.35639954,15.00305414,16.38104248
He is nervous means that he is nervous.,relaxed-nervous,n,mm,n,mf,35.02773666,82.48155212,12.10238171,17.08129883
He is relaxed means that he is nervous.,relaxed-nervous,n,pm,n,mf,39.2666626,83.86698151,25.92515993,27.35398483
He is nervous means that he is relaxed.,relaxed-nervous,n,mp,n,mf,38.31886673,82.66298676,24.70842981,28.07357788
He is not relaxed means that he is relaxed.,relaxed-nervous,n,pp,y,mf,37.18553162,88.68727112,16.15496826,17.77030563
He is not nervous means that he is nervous.,relaxed-nervous,n,mm,y,mf,39.84783936,91.32817078,17.52770758,17.60587692
He is not relaxed means that he is nervous.,relaxed-nervous,n,pm,y,mf,38.5872612,83.33708191,21.68013382,19.22114944
He is not nervous means that he is relaxed.,relaxed-nervous,n,mp,y,mf,37.26869965,91.67247009,19.04937744,20.35514069
She is relaxed means that she is relaxed.,relaxed-nervous,n,pp,n,fm,35.1866951,93.52659607,16.31566668,16.56448746
She is nervous means that she is nervous.,relaxed-nervous,n,mm,n,fm,34.69749451,84.15554047,12.25274944,16.6720047
She is relaxed means that she is nervous.,relaxed-nervous,n,pm,n,fm,39.39086914,82.79414368,27.00290298,27.60399628
She is nervous means that she is relaxed.,relaxed-nervous,n,mp,n,fm,37.75897217,84.53310394,25.23310184,27.97735596
She is not relaxed means that she is relaxed.,relaxed-nervous,n,pp,y,fm,37.42650986,90.11260986,18.10694933,19.11432266
She is not nervous means that she is nervous.,relaxed-nervous,n,mm,y,fm,40.45828247,90.32969666,17.54960918,18.41863632
She is not relaxed means that she is nervous.,relaxed-nervous,n,pm,y,fm,38.82879257,84.28921509,21.92035723,19.49843216
She is not nervous means that she is relaxed.,relaxed-nervous,n,mp,y,fm,37.73096466,94.02243042,19.48728657,19.9331665
He is efficient means that he is efficient.,efficient-inefficient,y,pp,n,mf,34.95698547,81.8061676,6.822832108,14.24739456
He is inefficient means that he is inefficient.,efficient-inefficient,y,mm,n,mf,35.46129608,106.9576645,7.915454865,12.86047363
He is efficient means that he is inefficient.,efficient-inefficient,y,pm,n,mf,38.64139557,94.46640778,13.44714594,20.65884781
He is inefficient means that he is efficient.,efficient-inefficient,y,mp,n,mf,39.48806,87.70856476,15.51099205,22.44456863
He is not efficient means that he is efficient.,efficient-inefficient,y,pp,y,mf,38.78531647,86.49577332,17.33852863,19.83446884
He is not inefficient means that he is inefficient.,efficient-inefficient,y,mm,y,mf,38.92649078,114.8631744,10.51788616,15.52589035
He is not efficient means that he is inefficient.,efficient-inefficient,y,pm,y,mf,36.01282501,94.13526917,12.93858576,13.90436554
He is not inefficient means that he is efficient.,efficient-inefficient,y,mp,y,mf,39.10649872,97.60374451,12.02873707,18.14657974
She is efficient means that she is efficient.,efficient-inefficient,y,pp,n,fm,35.5537262,80.98060608,7.918854713,13.09059143
She is inefficient means that she is inefficient.,efficient-inefficient,y,mm,n,fm,36.16248322,107.5015869,8.996218204,13.12804413
She is efficient means that she is inefficient.,efficient-inefficient,y,pm,n,fm,39.83804321,91.55535889,15.54726791,20.79623795
She is inefficient means that she is efficient.,efficient-inefficient,y,mp,n,fm,39.8819809,87.08247375,16.52122784,22.88591003
She is not efficient means that she is efficient.,efficient-inefficient,y,pp,y,fm,39.12253952,88.87491608,16.1246357,20.19787216
She is not inefficient means that she is inefficient.,efficient-inefficient,y,mm,y,fm,40.91838074,114.0069733,11.32146072,15.73785782
She is not efficient means that she is inefficient.,efficient-inefficient,y,pm,y,fm,36.70304489,95.04595947,13.70141125,13.59155655
She is not inefficient means that she is efficient.,efficient-inefficient,y,mp,y,fm,40.49912262,99.25299072,12.79857731,17.92404175
He is effective means that he is effective.,effective-ineffective,y,pp,n,mf,35.70705414,84.68711853,7.0745821,13.29927444
He is ineffective means that he is ineffective.,effective-ineffective,y,mm,n,mf,34.43348694,81.03236389,13.55325413,13.98442459
He is effective means that he is ineffective.,effective-ineffective,y,pm,n,mf,39.09188461,88.88474274,18.01417542,21.13984299
He is ineffective means that he is effective.,effective-ineffective,y,mp,n,mf,38.56102753,80.34277344,20.6962266,23.48223495
He is not effective means that he is effective.,effective-ineffective,y,pp,y,mf,37.90801239,84.29537964,19.30620575,17.83258438
He is not ineffective means that he is ineffective.,effective-ineffective,y,mm,y,mf,35.71891785,97.63674927,14.74636364,16.37899399
He is not effective means that he is ineffective.,effective-ineffective,y,pm,y,mf,37.76224136,83.94628143,13.96435738,12.49832153
He is not ineffective means that he is effective.,effective-ineffective,y,mp,y,mf,37.98736191,86.57363892,17.78726768,16.46671677
She is effective means that she is effective.,effective-ineffective,y,pp,n,fm,34.71791077,84.06571198,7.975279808,12.51897049
She is ineffective means that she is ineffective.,effective-ineffective,y,mm,n,fm,34.98815918,78.27880096,16.31331921,13.91848373
She is effective means that she is ineffective.,effective-ineffective,y,pm,n,fm,38.44369507,83.11303711,20.47930908,21.57455826
She is ineffective means that she is effective.,effective-ineffective,y,mp,n,fm,38.61026001,79.32654572,21.92943239,23.97967148
She is not effective means that she is effective.,effective-ineffective,y,pp,y,fm,36.8345871,84.3033905,19.20617867,17.7334404
She is not ineffective means that she is ineffective.,effective-ineffective,y,mm,y,fm,36.65116119,93.95860291,17.29432011,16.16069031
