sentence,adjectives,transparency,polarity,negation,gender,roberta_large_surprisal,bert_large_cased_surprisal,xlnet_large_cased_surprisal,gpt2_large_surprisal
She is not truthful. He too is truthful.,truthful-untruthful,y,pp,y,fm,-1.4538688659667969;-0.16919708251953125;-4.195320129394531;-5.634529113769531;-0.02333831787109375;-1.0889358520507812;-3.371105194091797;-0.07806396484375;-5.804775238037109;-0.02819061279296875,-1.811579704284668;-0.130523681640625;-2.8103485107421875;-0.03828239440917969;-0.03273296356201172;-1.3338346481323242;-2.0674047470092773;-0.058803558349609375;-0.0212860107421875;-0.022199630737304688,0.0;-12.487892150878906;-6.699165344238281;-24.764586448669434;-8.550094604492188;-2.4637794494628906;-20.743637084960938;-5.8436126708984375;-25.371734619140625;-6.938747406005859,0.0;-3.225691318511963;-2.9663033485412598;-10.541855812072754;-1.7218523025512695;-4.775542736053467;-8.608891487121582;-0.8070144653320312;-5.445717811584473;-0.8767795562744141
She is not untruthful. He too is untruthful.,truthful-untruthful,y,mm,y,fm,-3.2245140075683594;-0.16173553466796875;-2.6775856018066406;-0.00626373291015625;-0.0086822509765625;-0.5236129760742188;-3.6367721557617188;-0.1082305908203125;-0.003299713134765625;-0.01503753662109375,-2.2969970703125;-0.10097122192382812;-2.8380651473999023;-0.018589019775390625;-0.0262603759765625;-1.857792854309082;-1.2559394836425781;-0.03815174102783203;-0.006267547607421875;-0.0244140625,0.0;-13.141189575195312;-10.355504989624023;-45.51165580749512;-8.372512817382812;-4.534271240234375;-18.56759262084961;-2.759113311767578;-41.78242492675781;-10.414398193359375,0.0;-3.225691318511963;-2.9663033485412598;-14.558856010437012;-1.645676612854004;-4.581657409667969;-7.9002885818481445;-1.4713153839111328;-5.516290664672852;-0.870753288269043
She is not truthful. He too is untruthful.,truthful-untruthful,y,pm,y,fm,-5.110740661621094;-0.21086883544921875;-0.394195556640625;-4.018157958984375;-0.0074615478515625;-1.0423583984375;-1.1894989013671875;-0.0977020263671875;-0.0041046142578125;-0.01877593994140625,-3.540616035461426;-0.13160037994384766;-2.080023765563965;-0.3533201217651367;-0.018146514892578125;-2.298419952392578;-1.3539838790893555;-0.033257484436035156;-0.006893157958984375;-0.015737533569335938,0.0;-11.060905456542969;-7.204654693603516;-22.214031219482422;-13.385650634765625;-2.770538330078125;-19.439552307128906;-5.552547454833984;-38.577144622802734;-10.506141662597656,0.0;-3.225691318511963;-2.9663033485412598;-10.541855812072754;-1.7218551635742188;-4.775543212890625;-8.608890533447266;-0.8070154190063477;-5.920269966125488;-0.7480697631835938
She is not untruthful. He too is truthful.,truthful-untruthful,y,mp,y,fm,-5.2794036865234375;-0.184783935546875;-0.7894363403320312;-0.00249481201171875;-0.0238800048828125;-1.4994583129882812;-2.064586639404297;-0.050445556640625;-3.044811248779297;-0.01607513427734375,-5.002551078796387;-0.09665679931640625;-1.3441658020019531;-0.025648117065429688;-0.015531539916992188;-5.0579376220703125;-2.0080013275146484;-0.02416229248046875;-0.3343391418457031;-0.015954971313476562,0.0;-12.707931518554688;-10.507600784301758;-45.833807945251465;-11.487335205078125;-3.855306625366211;-18.92824935913086;-5.939453125;-13.721172332763672;-8.096599578857422,0.0;-3.225691318511963;-2.9663033485412598;-14.558856010437012;-1.645676612854004;-4.581657409667969;-7.900289535522461;-1.4713144302368164;-5.289548397064209;-0.9787511825561523
He is perfect. She too is perfect.,perfect-imperfect,y,pp,n,mf,-1.4644432067871094;-0.187835693359375;-0.03246307373046875;-0.00685882568359375;-1.1023330688476562;-2.0521507263183594;-0.054046630859375;-0.07763671875;-0.01311492919921875,-2.2253494262695312;-0.08866310119628906;-0.0725240707397461;-0.027765274047851562;-1.3209114074707031;-4.468244552612305;-0.023355484008789062;-0.09566402435302734;-0.0167999267578125,0.0;-8.69034194946289;-19.021636962890625;-8.524986267089844;-3.3762359619140625;-21.890771865844727;-7.44791316986084;-17.022933959960938;-8.220687866210938,0.0;-3.1556758880615234;-8.189033508300781;-2.11008358001709;-4.644635200500488;-7.9681854248046875;-0.8216781616210938;-0.6513690948486328;-0.7225141525268555
He is imperfect. She too is imperfect.,perfect-imperfect,y,mm,n,mf,-1.3377342224121094;-0.12530517578125;-0.032318115234375;-0.00493621826171875;-2.0611953735351562;-1.1958732604980469;-0.03458404541015625;-0.02666473388671875;-0.0072784423828125,-0.9052953720092773;-0.05122566223144531;-0.0001392364501953125;-0.03043842315673828;-1.525665283203125;-3.2184019088745117;-0.027383804321289062;-0.0002498626708984375;-0.019321441650390625,0.0;-8.282310485839844;-21.620559692382812;-5.656990051269531;-3.7412071228027344;-22.307960510253906;-6.34246826171875;-19.736160278320312;-4.483612060546875,0.0;-3.1556758880615234;-11.819276809692383;-1.7165565490722656;-5.9626970291137695;-7.091472625732422;-0.7640810012817383;-0.5110769271850586;-0.6637277603149414
He is perfect. She too is imperfect.,perfect-imperfect,y,pm,n,mf,-4.096168518066406;-0.17156219482421875;-3.9875946044921875;-0.01033782958984375;-2.220062255859375;-2.4227447509765625;-0.0744171142578125;-4.1393585205078125;-0.01305389404296875,-0.9822816848754883;-0.044162750244140625;-0.2653932571411133;-0.03098583221435547;-1.2189645767211914;-3.838608741760254;-0.030279159545898438;-0.007160186767578125;-0.016475677490234375,0.0;-9.32937240600586;-17.614559173583984;-9.046546936035156;-5.049861907958984;-23.225738525390625;-6.637809753417969;-16.525346755981445;-4.941291809082031,0.0;-3.1556758880615234;-8.189033508300781;-2.11008358001709;-4.644635200500488;-7.9681854248046875;-0.8216781616210938;-7.155664443969727;-0.7809762954711914
He is imperfect. She too is perfect.,perfect-imperfect,y,mp,n,mf,-2.1568756103515625;-0.09760284423828125;-6.135246276855469;-0.01385498046875;-1.775238037109375;-2.5123062133789062;-0.0475921630859375;-4.110008239746094;-0.0154571533203125,-1.1483936309814453;-0.08724689483642578;-0.0045413970947265625;-0.021623611450195312;-1.4372949600219727;-3.6008596420288086;-0.02811431884765625;-0.7265462875366211;-0.022413253784179688,0.0;-8.542724609375;-20.059188842773438;-4.656333923339844;-4.832851409912109;-24.028392791748047;-5.42547607421875;-11.187713623046875;-7.565238952636719,0.0;-3.1556758880615234;-11.819276809692383;-1.7165565490722656;-5.9626970291137695;-7.091472625732422;-0.7640810012817383;-5.085567474365234;-0.9164400100708008
He is not perfect. She too is perfect.,perfect-imperfect,y,pp,y,mf,-1.4989814758300781;-0.25629425048828125;-2.024555206298828;-0.6896934509277344;-0.00876617431640625;-2.3872108459472656;-3.997142791748047;-2.1908645629882812;-3.453960418701172;-0.028961181640625,-1.3345699310302734;-0.06025886535644531;-1.3779220581054688;-0.7105445861816406;-0.020854949951171875;-1.216482162475586;-3.839427947998047;-0.05483436584472656;-0.9751472473144531;-0.022472381591796875,0.0;-10.067337036132812;-8.194602966308594;-11.839908599853516;-7.78692626953125;-4.845878601074219;-15.850341796875;-5.8933515548706055;-12.978057861328125;-7.9789886474609375,0.0;-3.1556758880615234;-2.8939313888549805;-6.4647698402404785;-1.4452733993530273;-5.919075965881348;-7.461451530456543;-1.3870630264282227;-5.781943321228027;-1.1466484069824219
He is not imperfect. She too is imperfect.,perfect-imperfect,y,mm,y,mf,-1.9766387939453125;-0.1574249267578125;-3.9994468688964844;-6.630924224853516;-0.00916290283203125;-3.3273391723632812;-2.3279571533203125;-0.04816436767578125;-0.32170867919921875;-0.01467132568359375,-1.1960687637329102;-0.06614303588867188;-2.5086183547973633;-0.00017547607421875;-0.03106403350830078;-2.173905372619629;-2.935941696166992;-0.039809226989746094;-0.0002269744873046875;-0.024785995483398438,0.0;-10.482612609863281;-8.768575668334961;-13.542135238647461;-3.1237716674804688;-4.984458923339844;-16.34835433959961;-5.895452499389648;-17.136409759521484;-3.318634033203125,0.0;-3.1556758880615234;-2.8939313888549805;-13.630590438842773;-1.3616514205932617;-6.0150861740112305;-7.387662887573242;-0.9051008224487305;-1.7678050994873047;-0.8834638595581055
He is not perfect. She too is imperfect.,perfect-imperfect,y,pm,y,mf,-3.9110031127929688;-0.27599334716796875;-0.05327606201171875;-0.0454864501953125;-0.00562286376953125;-4.174823760986328;-0.5898704528808594;-0.0324554443359375;-0.318145751953125;-0.01282501220703125,-1.374302864074707;-0.043972015380859375;-0.6901702880859375;-0.23325443267822266;-0.018810272216796875;-1.9415216445922852;-3.372555732727051;-0.034397125244140625;-0.004940032958984375;-0.023092269897460938,0.0;-9.07717514038086;-11.066923141479492;-10.756999969482422;-7.8707427978515625;-3.9771804809570312;-16.765666961669922;-7.858890533447266;-14.484148025512695;-5.197746276855469,0.0;-3.1556758880615234;-2.8939313888549805;-6.4647698402404785;-1.4452733993530273;-5.919075965881348;-7.461451530456543;-1.3870630264282227;-2.485849380493164;-0.8090534210205078
He is not imperfect. She too is perfect.,perfect-imperfect,y,mp,y,mf,-4.218841552734375;-0.11959075927734375;-2.2188796997070312;-5.898384094238281;-0.00917816162109375;-4.559429168701172;-2.402362823486328;-0.04990386962890625;-1.8843879699707031;-0.02292633056640625,-2.4071168899536133;-0.07651710510253906;-1.9890680313110352;-0.0071620941162109375;-0.022428512573242188;-3.1175127029418945;-3.226120948791504;-0.025548934936523438;-0.5883140563964844;-0.027606964111328125,0.0;-10.194305419921875;-10.602323532104492;-13.357118606567383;-4.5287933349609375;-4.130302429199219;-16.679107666015625;-7.813957214355469;-13.067964553833008;-5.932041168212891,0.0;-3.1556758880615234;-2.8939313888549805;-13.630590438842773;-1.3616514205932617;-6.0150861740112305;-7.387662887573242;-0.9051008224487305;-3.197580337524414;-1.1469917297363281
She is perfect. He too is perfect.,perfect-imperfect,y,pp,n,fm,-1.1278305053710938;-0.20938873291015625;-0.050567626953125;-0.00482940673828125;-0.7145919799804688;-1.5165290832519531;-0.10701751708984375;-0.08051300048828125;-0.0126953125,-2.3841257095336914;-0.11564254760742188;-0.093414306640625;-0.025658607482910156;-1.3542137145996094;-3.6772375106811523;-0.016080856323242188;-0.12838172912597656;-0.013376235961914062,0.0;-6.669017791748047;-12.895938873291016;-5.492958068847656;-11.816766738891602;-14.095718383789062;-4.028659820556641;-11.685089111328125;-5.0670166015625,0.0;-3.225691318511963;-8.032224655151367;-2.0835723876953125;-4.89299201965332;-8.274787902832031;-0.9883518218994141;-0.997960090637207;-0.7146930694580078
She is imperfect. He too is imperfect.,perfect-imperfect,y,mm,n,fm,-2.6856117248535156;-0.1533203125;-0.06986236572265625;-0.01019287109375;-0.27423858642578125;-0.6027984619140625;-0.05175018310546875;-0.02683258056640625;-0.00919342041015625,-1.6918067932128906;-0.05211639404296875;-0.00018310546875;-0.028928756713867188;-1.2055044174194336;-2.2226810455322266;-0.02118682861328125;-0.0002918243408203125;-0.016300201416015625,0.0;-8.237010955810547;-18.80995750427246;-4.8191375732421875;-6.031820297241211;-17.664417266845703;-4.905540466308594;-20.44507598876953;-5.457710266113281,0.0;-3.225691318511963;-12.074198722839355;-1.6511287689208984;-5.732490539550781;-7.207080841064453;-0.7116365432739258;-0.46998119354248047;-0.6706733703613281
She is perfect. He too is imperfect.,perfect-imperfect,y,pm,n,fm,-5.4239044189453125;-0.19791412353515625;-3.2167282104492188;-0.0094451904296875;-0.7293701171875;-2.016143798828125;-0.11977386474609375;-3.6442031860351562;-0.0126495361328125,-1.3946866989135742;-0.05059814453125;-0.44510746002197266;-0.0312042236328125;-1.1387882232666016;-2.308277130126953;-0.024244308471679688;-0.009103775024414062;-0.013803482055664062,0.0;-10.089836120605469;-15.750251770019531;-10.792869567871094;-4.676795959472656;-19.77922821044922;-7.919059753417969;-17.263580322265625;-4.666343688964844,0.0;-3.225691318511963;-8.032224655151367;-2.0835723876953125;-4.89299201965332;-8.274787902832031;-0.9883518218994141;-7.186348915100098;-0.7415218353271484
She is imperfect. He too is perfect.,perfect-imperfect,y,mp,n,fm,-3.3511734008789062;-0.10280609130859375;-6.428840637207031;-0.01822662353515625;-0.5482864379882812;-2.0383834838867188;-0.06534576416015625;-4.112026214599609;-0.01576995849609375,-1.7724847793579102;-0.08026885986328125;-0.0029811859130859375;-0.02220916748046875;-1.2645149230957031;-2.576740264892578;-0.021421432495117188;-0.9653663635253906;-0.019504547119140625,0.0;-7.924690246582031;-17.08661651611328;-4.114246368408203;-6.0966949462890625;-15.59469223022461;-3.9664077758789062;-15.075279235839844;-9.051795959472656,0.0;-3.225691318511963;-12.074198722839355;-1.6511287689208984;-5.732490539550781;-7.207080841064453;-0.7116365432739258;-5.446658134460449;-0.8801813125610352
She is not perfect. He too is perfect.,perfect-imperfect,y,pp,y,fm,-2.522014617919922;-0.25865936279296875;-2.309101104736328;-0.9626655578613281;-0.007965087890625;-0.7781295776367188;-3.918415069580078;-1.3279228210449219;-3.4754562377929688;-0.03144073486328125,-1.561192512512207;-0.05590248107910156;-1.67578125;-0.43353939056396484;-0.019969940185546875;-1.2966508865356445;-3.1174468994140625;-0.029735565185546875;-1.1974916458129883;-0.019044876098632812,0.0;-9.085838317871094;-7.831745147705078;-12.180299758911133;-3.5106239318847656;-5.258373260498047;-16.65875244140625;-5.904224395751953;-14.579242706298828;-6.157444000244141,0.0;-3.225691318511963;-2.9663033485412598;-6.568160057067871;-1.4787836074829102;-5.8450117111206055;-7.638522148132324;-1.3857002258300781;-6.303553104400635;-1.0470104217529297
She is not imperfect. He too is imperfect.,perfect-imperfect,y,mm,y,fm,-4.319171905517578;-0.15631103515625;-3.7313690185546875;-6.4555816650390625;-0.0274200439453125;-0.5979766845703125;-2.0030975341796875;-0.0570220947265625;-0.15105438232421875;-0.0177459716796875,-2.0579099655151367;-0.06057548522949219;-2.227938652038574;-0.0001983642578125;-0.033698081970214844;-1.6291828155517578;-1.914571762084961;-0.028810501098632812;-0.0002288818359375;-0.023258209228515625,0.0;-12.5950927734375;-8.042763710021973;-14.638282775878906;-2.1017112731933594;-2.8583736419677734;-18.78269386291504;-6.834903717041016;-19.30972671508789;-3.3709030151367188,0.0;-3.225691318511963;-2.9663033485412598;-13.645109176635742;-1.2301197052001953;-5.747287273406982;-7.733661651611328;-0.9326725006103516;-1.394392967224121;-0.8655328750610352
She is not perfect. He too is imperfect.,perfect-imperfect,y,pm,y,fm,-6.733009338378906;-0.28144073486328125;-0.06107330322265625;-0.1128387451171875;-0.00533294677734375;-1.720794677734375;-0.34079742431640625;-0.0420074462890625;-0.316192626953125;-0.01357269287109375,-2.0152721405029297;-0.039539337158203125;-0.6946506500244141;-0.2591094970703125;-0.017889022827148438;-1.754908561706543;-2.0693159103393555;-0.023130416870117188;-0.0052013397216796875;-0.018951416015625,0.0;-9.631221771240234;-11.726858139038086;-9.264633178710938;-9.591278076171875;-1.8957252502441406;-19.001049041748047;-8.779598236083984;-14.092451095581055;-5.012638092041016,0.0;-3.225691318511963;-2.9663033485412598;-6.568160057067871;-1.4787836074829102;-5.8450117111206055;-7.638522148132324;-1.3857002258300781;-2.6820621490478516;-0.7897682189941406
She is not imperfect. He too is perfect.,perfect-imperfect,y,mp,y,fm,-7.528408050537109;-0.11745452880859375;-2.488433837890625;-5.905487060546875;-0.01546478271484375;-1.8916778564453125;-2.1888275146484375;-0.05532073974609375;-2.723712921142578;-0.02490997314453125,-2.947136878967285;-0.05573272705078125;-1.7337923049926758;-0.004978179931640625;-0.023492813110351562;-2.867341995239258;-2.383342742919922;-0.01570892333984375;-0.552311897277832;-0.024106979370117188,0.0;-12.141796112060547;-7.285463333129883;-17.061901092529297;-1.9113044738769531;-4.245586395263672;-17.36469268798828;-7.183925628662109;-16.487693786621094;-6.808116912841797,0.0;-3.225691318511963;-2.9663033485412598;-13.645109176635742;-1.2301197052001953;-5.747287273406982;-7.733661651611328;-0.9326725006103516;-3.7549610137939453;-1.0914697647094727
He is brave. She too is brave.,brave-cowardly,n,pp,n,mf,-1.3519287109375;-0.17966461181640625;-0.0772705078125;-0.00844573974609375;-1.5998687744140625;-1.4084625244140625;-0.06005096435546875;-0.1524505615234375;-0.01149749755859375,-2.1385812759399414;-0.14646148681640625;-0.15147972106933594;-0.047698974609375;-1.4386777877807617;-3.713749885559082;-0.03209114074707031;-0.19226837158203125;-0.025270462036132812,0.0;-9.795547485351562;-18.06841278076172;-6.470451354980469;-3.4926795959472656;-22.448158264160156;-4.236675262451172;-19.06549072265625;-4.843650817871094,0.0;-3.1556758880615234;-8.973033905029297;-2.0560359954833984;-5.4910664558410645;-7.533811569213867;-0.7248830795288086;-0.8407487869262695;-0.6970796585083008
