sentence,adjectives,transparency,polarity,negation,gender,roberta_large_sentence_surprisal,bert_large_cased_sentence_surprisal,xlnet_large_cased_sentence_surprisal,gpt2_large_sentence_surprisal
"He is untruthful, and she is untruthful too.",truthful-untruthful,y,mm,n,mf,1.390300751,2.337525368,189.7066498,35.84980392
"He is truthful, and she is untruthful too.",truthful-untruthful,y,pm,n,mf,21.71863556,4.561722755,123.386734,40.71614456
"He is untruthful, and she is truthful too.",truthful-untruthful,y,mp,n,mf,14.63006592,7.111363411,134.2169647,39.3657074
"He is not truthful, and she is truthful too.",truthful-untruthful,y,pp,y,mf,24.5337677,9.289589882,116.9463272,40.52295685
"He is not untruthful, and she is untruthful too.",truthful-untruthful,y,mm,y,mf,8.955753326,8.524680138,178.3704529,41.92366409
"He is not truthful, and she is untruthful too.",truthful-untruthful,y,pm,y,mf,13.06606293,8.744153023,132.9831696,42.20330048
"He is not untruthful, and she is truthful too.",truthful-untruthful,y,mp,y,mf,14.28171539,15.73753834,130.6530762,43.62532806
"She is truthful, and he is truthful too.",truthful-untruthful,y,pp,n,fm,5.232204437,2.533577919,105.6716156,34.69346619
"She is untruthful, and he is untruthful too.",truthful-untruthful,y,mm,n,fm,1.41860199,2.514915466,172.8529663,34.3724556
"She is truthful, and he is untruthful too.",truthful-untruthful,y,pm,n,fm,23.65381241,5.817473412,143.9006195,41.58129883
"She is untruthful, and he is truthful too.",truthful-untruthful,y,mp,n,fm,14.79800415,7.903305054,133.0479584,38.49177551
"She is not truthful, and he is truthful too.",truthful-untruthful,y,pp,y,fm,25.04155731,9.498579025,124.810463,39.38866806
"She is not untruthful, and he is untruthful too.",truthful-untruthful,y,mm,y,fm,8.985263824,8.633179665,168.5777283,42.35868835
"She is not truthful, and he is untruthful too.",truthful-untruthful,y,pm,y,fm,14.68769455,9.721364975,145.5001068,41.71591568
"She is not untruthful, and he is truthful too.",truthful-untruthful,y,mp,y,fm,15.3285141,15.66416168,138.7191772,44.06079102
"He is perfect, and she is perfect too.",perfect-imperfect,y,pp,n,mf,1.344963074,2.375078201,101.8461075,27.16726303
"He is imperfect, and she is imperfect too.",perfect-imperfect,y,mm,n,mf,2.305007935,2.673916817,93.19929504,31.75764847
"He is perfect, and she is imperfect too.",perfect-imperfect,y,pm,n,mf,18.98206329,2.503380775,94.14649963,32.75782394
"He is imperfect, and she is perfect too.",perfect-imperfect,y,mp,n,mf,17.44007111,6.077932358,102.322403,35.81383133
"He is not perfect, and she is perfect too.",perfect-imperfect,y,pp,y,mf,17.25678253,11.49975872,85.25019836,34.21875
"He is not imperfect, and she is imperfect too.",perfect-imperfect,y,mm,y,mf,22.01101685,7.717259407,92.62628937,40.11716461
"He is not perfect, and she is imperfect too.",perfect-imperfect,y,pm,y,mf,4.716384888,5.484396935,91.02905273,33.00191116
"He is not imperfect, and she is perfect too.",perfect-imperfect,y,mp,y,mf,18.18559265,10.62901497,103.2827301,43.05719376
"She is perfect, and he is perfect too.",perfect-imperfect,y,pp,n,fm,1.471679688,2.626529694,88.1516571,26.8990593
"She is imperfect, and he is imperfect too.",perfect-imperfect,y,mm,n,fm,2.41947937,2.979192734,96.6600647,30.59167862
"She is perfect, and he is imperfect too.",perfect-imperfect,y,pm,n,fm,19.38169098,2.690788269,96.25078583,33.04116058
"She is imperfect, and he is perfect too.",perfect-imperfect,y,mp,n,fm,20.28219604,6.118206024,103.8762817,35.87657166
"She is not perfect, and he is perfect too.",perfect-imperfect,y,pp,y,fm,18.97668076,11.59016037,81.09992981,35.26869965
"She is not imperfect, and he is imperfect too.",perfect-imperfect,y,mm,y,fm,22.06221771,7.494795799,88.76341248,39.87543869
"She is not perfect, and he is imperfect too.",perfect-imperfect,y,pm,y,fm,6.226097107,5.533118248,84.20864868,33.16401291
"She is not imperfect, and he is perfect too.",perfect-imperfect,y,mp,y,fm,21.44939041,10.36526775,92.99491882,43.88655853
"He is brave, and she is brave too.",brave-cowardly,n,pp,n,mf,2.541801453,3.069133759,102.4521561,28.68753433
"He is cowardly, and she is cowardly too.",brave-cowardly,n,mm,n,mf,2.746070862,2.422226906,124.4034348,35.1120224
"He is brave, and she is cowardly too.",brave-cowardly,n,pm,n,mf,36.78020096,10.29616833,106.7186966,38.18192291
"He is cowardly, and she is brave too.",brave-cowardly,n,mp,n,mf,37.89069366,12.38178825,108.0212936,37.66733551
"He is not brave, and she is brave too.",brave-cowardly,n,pp,y,mf,23.91279984,19.29456329,86.67224121,37.65544891
"He is not cowardly, and she is cowardly too.",brave-cowardly,n,mm,y,mf,17.42710876,7.0579319,126.0588989,42.92779541
"He is not brave, and she is cowardly too.",brave-cowardly,n,pm,y,mf,22.61509323,16.98548031,107.9804688,43.0727005
"He is not cowardly, and she is brave too.",brave-cowardly,n,mp,y,mf,22.15154266,19.67102337,112.1431808,41.60657501
"She is brave, and he is brave too.",brave-cowardly,n,pp,n,fm,2.912826538,2.867500305,96.80256653,29.19009399
"She is cowardly, and he is cowardly too.",brave-cowardly,n,mm,n,fm,2.997680664,2.631456375,127.1134567,35.056633
"She is brave, and he is cowardly too.",brave-cowardly,n,pm,n,fm,35.32601547,10.09941959,109.0400772,37.09358978
"She is cowardly, and he is brave too.",brave-cowardly,n,mp,n,fm,40.41735077,13.99641609,104.3003006,37.85379791
"She is not brave, and he is brave too.",brave-cowardly,n,pp,y,fm,25.25328827,18.29826832,89.85218811,37.85709763
"She is not cowardly, and he is cowardly too.",brave-cowardly,n,mm,y,fm,18.1831665,6.973740578,124.930191,43.31424713
"She is not brave, and he is cowardly too.",brave-cowardly,n,pm,y,fm,23.25352097,16.07128429,113.4380722,43.47511673
"She is not cowardly, and he is brave too.",brave-cowardly,n,mp,y,fm,24.07728195,19.85347176,99.89451599,43.06610489
"He is courageous, and she is courageous too.",courageous-cowardly,n,pp,n,mf,4.261077881,1.899020195,103.9546814,31.43965149
"He is cowardly, and she is cowardly too.",courageous-cowardly,n,mm,n,mf,2.746070862,2.422226906,124.4034348,35.1120224
"He is courageous, and she is cowardly too.",courageous-cowardly,n,pm,n,mf,38.26044464,8.740941048,105.8679962,40.84230804
"He is cowardly, and she is courageous too.",courageous-cowardly,n,mp,n,mf,36.0134697,7.367692947,117.000824,38.80324554
"He is not courageous, and she is courageous too.",courageous-cowardly,n,pp,y,mf,28.42907715,11.91755962,95.61148834,40.35425186
"He is not cowardly, and she is cowardly too.",courageous-cowardly,n,mm,y,mf,17.42710876,7.0579319,126.0588989,42.92779541
"He is not courageous, and she is cowardly too.",courageous-cowardly,n,pm,y,mf,22.02138138,16.75896835,114.4062958,43.36173248
"He is not cowardly, and she is courageous too.",courageous-cowardly,n,mp,y,mf,22.2788887,16.10027361,111.2179565,42.74875641
"She is courageous, and he is courageous too.",courageous-cowardly,n,pp,n,fm,5.35874939,1.951196671,109.4736862,32.10124207
"She is cowardly, and he is cowardly too.",courageous-cowardly,n,mm,n,fm,2.997680664,2.631456375,127.1134567,35.056633
"She is courageous, and he is cowardly too.",courageous-cowardly,n,pm,n,fm,37.49655914,8.676006317,109.1422272,40.22957611
"She is cowardly, and he is courageous too.",courageous-cowardly,n,mp,n,fm,38.36077499,9.6653862,113.5914612,38.90525436
"She is not courageous, and he is courageous too.",courageous-cowardly,n,pp,y,fm,30.15579224,11.94312572,95.89038086,40.77784729
"She is not cowardly, and he is cowardly too.",courageous-cowardly,n,mm,y,fm,18.1831665,6.973740578,124.930191,43.31424713
"She is not courageous, and he is cowardly too.",courageous-cowardly,n,pm,y,fm,22.35886765,16.48282957,118.0957184,44.76107025
"She is not cowardly, and he is courageous too.",courageous-cowardly,n,mp,y,fm,24.54544449,16.62114239,105.6781616,44.00455093
"He is relaxed, and she is relaxed too.",relaxed-nervous,n,pp,n,mf,2.531555176,2.755244255,100.6307068,31.2039032
"He is nervous, and she is nervous too.",relaxed-nervous,n,mm,n,mf,1.61656189,2.41731739,100.3603058,27.67161179
"He is relaxed, and she is nervous too.",relaxed-nervous,n,pm,n,mf,29.98108292,22.42745972,95.80547333,35.07812881
"He is nervous, and she is relaxed too.",relaxed-nervous,n,mp,n,mf,29.95761871,21.45279026,95.72619629,35.4762764
"He is not relaxed, and she is relaxed too.",relaxed-nervous,n,pp,y,mf,25.88582993,17.10869455,100.0994644,37.81538391
"He is not nervous, and she is nervous too.",relaxed-nervous,n,mm,y,mf,20.02870941,12.65245914,85.48123169,36.14910889
"He is not relaxed, and she is nervous too.",relaxed-nervous,n,pm,y,mf,20.04639816,18.80061626,91.60231018,38.29076767
"He is not nervous, and she is relaxed too.",relaxed-nervous,n,mp,y,mf,17.49082565,22.0828743,95.38183594,38.78397369
"She is relaxed, and he is relaxed too.",relaxed-nervous,n,pp,n,fm,2.432479858,2.496771812,104.692337,32.04606628
"She is nervous, and he is nervous too.",relaxed-nervous,n,mm,n,fm,1.777336121,2.194024086,103.3759995,28.05331802
"She is relaxed, and he is nervous too.",relaxed-nervous,n,pm,n,fm,32.35512543,23.27487803,105.802536,35.94897461
"She is nervous, and he is relaxed too.",relaxed-nervous,n,mp,n,fm,31.76879883,20.09400177,109.4750214,34.33816147
"She is not relaxed, and he is relaxed too.",relaxed-nervous,n,pp,y,fm,26.1280098,15.97473526,101.5381088,37.87194824
"She is not nervous, and he is nervous too.",relaxed-nervous,n,mm,y,fm,21.13198853,12.60296059,96.57280731,36.98197556
"She is not relaxed, and he is nervous too.",relaxed-nervous,n,pm,y,fm,21.40369415,21.08878136,89.41672516,38.76730728
"She is not nervous, and he is relaxed too.",relaxed-nervous,n,mp,y,fm,18.70690155,21.14410496,97.14406586,39.33345032
"He is efficient, and she is efficient too.",efficient-inefficient,y,pp,n,mf,3.920951843,3.068310738,106.3763428,35.58558273
"He is inefficient, and she is inefficient too.",efficient-inefficient,y,mm,n,mf,4.855728149,2.146896362,131.9237518,37.61951447
"He is efficient, and she is inefficient too.",efficient-inefficient,y,pm,n,mf,17.70768356,4.562687874,108.7187042,41.02806854
"He is inefficient, and she is efficient too.",efficient-inefficient,y,mp,n,mf,17.62568283,8.646350861,98.96516418,37.55298233
"He is not efficient, and she is efficient too.",efficient-inefficient,y,pp,y,mf,22.59883881,17.9221406,96.84650421,40.09623718
"He is not inefficient, and she is inefficient too.",efficient-inefficient,y,mm,y,mf,18.94397736,9.442228317,127.65448,43.201828
"He is not efficient, and she is inefficient too.",efficient-inefficient,y,pm,y,mf,8.124423981,9.183732986,105.9606476,40.03067017
"He is not inefficient, and she is efficient too.",efficient-inefficient,y,mp,y,mf,14.85563278,18.87417126,108.7525711,41.37217331
"She is efficient, and he is efficient too.",efficient-inefficient,y,pp,n,fm,4.654594421,3.071217537,102.8148193,34.29405975
"She is inefficient, and he is inefficient too.",efficient-inefficient,y,mm,n,fm,5.707870483,2.549117088,112.0200729,36.13584518
"She is efficient, and he is inefficient too.",efficient-inefficient,y,pm,n,fm,19.47426605,5.443618774,107.8470306,39.48725128
"She is inefficient, and he is efficient too.",efficient-inefficient,y,mp,n,fm,19.57035828,9.446258545,109.6672211,36.08374023
"She is not efficient, and he is efficient too.",efficient-inefficient,y,pp,y,fm,23.21185303,18.03503036,93.67966461,39.4296608
"She is not inefficient, and he is inefficient too.",efficient-inefficient,y,mm,y,fm,20.72080612,9.360271454,121.0292206,43.05334091
"She is not efficient, and he is inefficient too.",efficient-inefficient,y,pm,y,fm,8.949680328,10.40737438,107.5261154,39.66835022
"She is not inefficient, and he is efficient too.",efficient-inefficient,y,mp,y,fm,18.25355148,19.32544804,107.2796173,41.69910431
"He is effective, and she is effective too.",effective-ineffective,y,pp,n,mf,4.903072357,7.508589745,101.7854462,34.37114334
"He is ineffective, and she is ineffective too.",effective-ineffective,y,mm,n,mf,3.350021362,5.334041595,95.62696838,37.32321548
"He is effective, and she is ineffective too.",effective-ineffective,y,pm,n,mf,27.46882629,14.70225525,99.99142456,39.8549881
"He is ineffective, and she is effective too.",effective-ineffective,y,mp,n,mf,19.57610321,15.37569904,100.1115189,39.15709686
"He is not effective, and she is effective too.",effective-ineffective,y,pp,y,mf,19.9087944,23.2787261,94.92752838,41.03515244
"He is not ineffective, and she is ineffective too.",effective-ineffective,y,mm,y,mf,20.19092941,18.27575493,96.57209015,42.84510803
"He is not effective, and she is ineffective too.",effective-ineffective,y,pm,y,mf,5.481674194,14.72869682,94.94248962,39.13161087
"He is not ineffective, and she is effective too.",effective-ineffective,y,mp,y,mf,17.47706223,20.05287457,93.23265839,42.61038971
"She is effective, and he is effective too.",effective-ineffective,y,pp,n,fm,5.507038116,7.17428112,96.76138306,32.75902557
"She is ineffective, and he is ineffective too.",effective-ineffective,y,mm,n,fm,3.981834412,5.404425621,96.9158783,35.94107819
"She is effective, and he is ineffective too.",effective-ineffective,y,pm,n,fm,27.23326492,14.95082664,100.9232483,37.77705383
"She is ineffective, and he is effective too.",effective-ineffective,y,mp,n,fm,21.81092072,14.7620573,101.0892487,37.01653671
"She is not effective, and he is effective too.",effective-ineffective,y,pp,y,fm,20.80480576,22.27624893,90.87953949,40.09854126
"She is not ineffective, and he is ineffective too.",effective-ineffective,y,mm,y,fm,20.79260254,17.95546913,92.01652527,42.5945816
"She is not effective, and he is ineffective too.",effective-ineffective,y,pm,y,fm,5.96005249,14.60381794,93.73743439,38.46466064
"She is not ineffective, and he is effective too.",effective-ineffective,y,mp,y,fm,18.94261932,19.83889246,92.32633972,43.08815002
"He is attentive, and she is attentive too.",attentive-inattentive,y,pp,n,mf,4.118530273,1.959821701,105.3526306,33.88463593
"He is inattentive, and she is inattentive too.",attentive-inattentive,y,mm,n,mf,1.133537292,2.381822586,170.5887451,41.57421494
"He is attentive, and she is inattentive too.",attentive-inattentive,y,pm,n,mf,16.6032486,4.08049202,139.7571564,43.88714218
"He is inattentive, and she is attentive too.",attentive-inattentive,y,mp,n,mf,14.77246475,4.17070961,126.9566574,42.35543442
"He is not attentive, and she is attentive too.",attentive-inattentive,y,pp,y,mf,23.62199402,10.71472692,92.83058929,42.29740143
"He is not inattentive, and she is inattentive too.",attentive-inattentive,y,mm,y,mf,10.09500885,7.321079254,179.2475433,45.7165451
"He is not attentive, and she is inattentive too.",attentive-inattentive,y,pm,y,mf,4.908603668,12.3105011,124.2149048,46.97783661
"He is not inattentive, and she is attentive too.",attentive-inattentive,y,mp,y,mf,11.2377739,12.56647873,138.4714966,42.99591827
"She is attentive, and he is attentive too.",attentive-inattentive,y,pp,n,fm,4.807754517,1.990970612,103.6218567,34.06622314
"She is inattentive, and he is inattentive too.",attentive-inattentive,y,mm,n,fm,1.100860596,2.396233559,169.3067017,40.95710754
"She is attentive, and he is inattentive too.",attentive-inattentive,y,pm,n,fm,20.20932388,5.093341827,147.060791,44.45285034
"She is inattentive, and he is attentive too.",attentive-inattentive,y,mp,n,fm,14.60274506,4.226668358,137.5777893,41.8476181
"She is not attentive, and he is attentive too.",attentive-inattentive,y,pp,y,fm,24.90298462,10.77995825,95.62541199,42.45380783
"She is not inattentive, and he is inattentive too.",attentive-inattentive,y,mm,y,fm,9.493034363,7.38542366,175.9464722,45.26195526
"She is not attentive, and he is inattentive too.",attentive-inattentive,y,pm,y,fm,5.328266144,13.61649609,129.9979858,46.1568985
"She is not inattentive, and he is attentive too.",attentive-inattentive,y,mp,y,fm,11.7826767,12.48582172,130.8400269,43.01853561
"He is sensible, and she is sensible too.",sensible-insensible,y,pp,n,mf,2.828643799,2.457164764,105.7067566,34.40180969
