sentence,adjectives,transparency,polarity,negation,gender,gpt2_large_surprisal,xlnet_large_cased_surprisal,bert_large_cased_surprisal,roberta_large_surprisal
She is not inattentive means that she is attentive.,attentive-inattentive,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-14.544540405273438;-12.11141300201416;-0.9855785369873047;-0.29245662689208984;-1.020090103149414;-5.664951324462891;-2.509232521057129,0.0;-3.4766340255737305;-2.868269920349121;-42.13081979751587;-7.82249641418457;-7.2340497970581055;-6.6960368156433105;-5.77509880065918;-8.6560640335083;-4.510688304901123,-0.2944822311401367;-0.018779754638671875;-1.9346752166748047;-1.8158016204833984;-7.816227912902832;-0.21831321716308594;-0.012208938598632812;-0.049655914306640625;-0.009565353393554688;-0.08609199523925781,-0.184539794921875;-0.201171875;-0.3517646789550781;-0.6080665588378906;-7.3113861083984375;-0.18221282958984375;-0.04422760009765625;-0.11058807373046875;-6.726352691650391;-0.11493682861328125
He is sensible means that he is sensible.,sensible-insensible,y,pp,n,mf,0.0;-3.1556758880615234;-11.830524444580078;-12.417614936828613;-1.9973359107971191;-0.705845832824707;-1.2584552764892578;-3.9412412643432617;-1.780014991760254,0.0;-3.366252899169922;-15.464092254638672;-9.457252502441406;-2.824932098388672;-4.073749542236328;-6.337471008300781;-16.001296997070312;-5.47022819519043,-0.5269870758056641;-0.6136150360107422;-0.3296947479248047;-5.192080497741699;-0.20298194885253906;-0.4020366668701172;-0.041131019592285156;-1.1210622787475586;-0.15341949462890625,-0.8676300048828125;-2.0176544189453125;-3.142444610595703;-9.2655029296875;-0.08953094482421875;-0.346160888671875;-0.1062469482421875;-2.857097625732422;-0.16204833984375
He is insensible means that he is insensible.,sensible-insensible,y,mm,n,mf,0.0;-3.1556758880615234;-14.025161743164062;-12.35144329071045;-1.5878887176513672;-0.7933578491210938;-1.038529396057129;-2.37363338470459;-2.070977210998535,0.0;-2.0234375;-40.448516845703125;-10.8934326171875;-4.061916351318359;-7.248401641845703;-2.7508087158203125;-42.362060546875;-4.1198577880859375,-0.752375602722168;-0.10712909698486328;-0.4776468276977539;-6.311968803405762;-0.14545154571533203;-0.39383888244628906;-0.0567169189453125;-0.25945186614990234;-0.12892532348632812,-0.8265457153320312;-1.3556098937988281;-1.0493240356445312;-8.573768615722656;-0.060302734375;-0.439208984375;-0.066497802734375;-0.6006202697753906;-0.12238311767578125
He is sensible means that he is insensible.,sensible-insensible,y,pm,n,mf,0.0;-3.1556758880615234;-11.830524444580078;-12.417614936828613;-1.9973359107971191;-0.705845832824707;-1.2584552764892578;-9.282025337219238;-1.909341812133789,0.0;-3.747173309326172;-12.927207946777344;-8.018936157226562;-4.36126708984375;-4.520824432373047;-6.4101104736328125;-37.71525192260742;-5.2693328857421875,-2.1601057052612305;-0.9023342132568359;-7.5925116539001465;-8.62950325012207;-0.14276599884033203;-0.02102947235107422;-0.015218734741210938;-2.75408935546875;-0.19135665893554688,-1.2856597900390625;-2.010631561279297;-7.300388336181641;-11.81582260131836;-0.051177978515625;-0.03156280517578125;-0.02400970458984375;-4.105533599853516;-0.1222076416015625
He is insensible means that he is sensible.,sensible-insensible,y,mp,n,mf,0.0;-3.1556758880615234;-14.025161743164062;-12.35144329071045;-1.5878887176513672;-0.7933578491210938;-1.038529396057129;-7.656254291534424;-1.5491905212402344,0.0;-1.9636650085449219;-38.7983512878418;-9.9066162109375;-4.127105712890625;-6.570701599121094;-5.0738525390625;-16.12550926208496;-5.295788288116455,-0.6734457015991211;-0.40669918060302734;-2.885366439819336;-9.239131927490234;-0.13560962677001953;-0.01348114013671875;-0.02154541015625;-7.879638671875;-0.21705055236816406,-1.0617523193359375;-1.8950920104980469;-4.816291809082031;-9.32889175415039;-0.36638641357421875;-0.07032012939453125;-0.0352630615234375;-6.551853179931641;-0.111053466796875
He is not sensible means that he is sensible.,sensible-insensible,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.824822425842285;-11.884688377380371;-2.7141690254211426;-1.0819511413574219;-1.265030860900879;-5.7533745765686035;-1.7768526077270508,0.0;-4.102001190185547;-3.1366119384765625;-15.417194366455078;-9.89007568359375;-3.9121170043945312;-5.478607177734375;-5.138420104980469;-15.806625366210938;-3.8323402404785156,-1.5402021408081055;-0.08948898315429688;-2.446321487426758;-0.5160751342773438;-7.873178482055664;-0.3243999481201172;-0.3798093795776367;-0.06420707702636719;-3.7680234909057617;-0.17906761169433594,-1.2133941650390625;-1.0294036865234375;-1.3382682800292969;-4.011379241943359;-9.37948989868164;-0.636474609375;-0.12761688232421875;-0.0392303466796875;-4.802272796630859;-0.16424560546875
He is not insensible means that he is insensible.,sensible-insensible,y,mm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.426573753356934;-12.518719673156738;-2.240631103515625;-1.1562080383300781;-1.2700786590576172;-2.6244306564331055;-2.1093578338623047,0.0;-3.723072052001953;-3.995311737060547;-34.73944664001465;-11.368228912353516;-4.976503372192383;-6.085538864135742;-4.504072189331055;-30.47330665588379;-4.073831558227539,-0.687779426574707;-0.023332595825195312;-1.2293319702148438;-0.20093727111816406;-6.8552374839782715;-0.12338638305664062;-0.2172708511352539;-0.038898468017578125;-0.20602035522460938;-0.11396980285644531,-1.873992919921875;-1.0118904113769531;-0.7195472717285156;-0.9537544250488281;-8.045600891113281;-0.399627685546875;-0.0580291748046875;-0.04973602294921875;-0.6113777160644531;-0.1154632568359375
He is not sensible means that he is insensible.,sensible-insensible,y,pm,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-11.824822425842285;-11.884688377380371;-2.7141690254211426;-1.0819511413574219;-1.265030860900879;-7.555579662322998;-1.900369644165039,0.0;-3.3041839599609375;-3.6844215393066406;-13.962616920471191;-9.422273635864258;-7.607143402099609;-7.093387603759766;-4.788576126098633;-28.379104614257812;-4.267993927001953,-1.4154329299926758;-0.09255027770996094;-1.3549327850341797;-5.072746276855469;-7.730654716491699;-0.2840538024902344;-0.010300636291503906;-0.029900550842285156;-2.9462451934814453;-0.13148880004882812,-1.58349609375;-0.41399383544921875;-1.0241165161132812;-6.911781311035156;-8.239933013916016;-3.051544189453125;-0.00966644287109375;-0.01610565185546875;-1.8051795959472656;-0.118621826171875
He is not insensible means that he is sensible.,sensible-insensible,y,mp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-12.426573753356934;-12.518719673156738;-2.240631103515625;-1.1562080383300781;-1.2700786590576172;-6.796048164367676;-1.6529388427734375,0.0;-1.0302772521972656;-4.787223815917969;-32.366432189941406;-10.589153289794922;-3.5305328369140625;-6.023662567138672;-4.760166168212891;-12.981523513793945;-4.622596740722656,-0.3972806930541992;-0.023560523986816406;-1.3046684265136719;-1.8564872741699219;-8.197220802307129;-0.20031070709228516;-0.010689735412597656;-0.017589569091796875;-5.430365562438965;-0.17734146118164062,-1.3275985717773438;-0.6382598876953125;-0.723388671875;-4.102603912353516;-8.370059967041016;-3.4410133361816406;-0.0276336669921875;-0.04727935791015625;-6.379947662353516;-0.1114501953125
She is sensible means that she is sensible.,sensible-insensible,y,pp,n,fm,0.0;-3.225691318511963;-11.59096908569336;-12.592744827270508;-1.7944393157958984;-0.5100650787353516;-1.4233322143554688;-3.745500087738037;-1.9055280685424805,0.0;-5.476022720336914;-14.138456344604492;-10.236226081848145;-4.105032920837402;-6.297319412231445;-5.077930450439453;-13.057979583740234;-5.673473358154297,-0.5891036987304688;-0.5067558288574219;-0.2992582321166992;-5.609896183013916;-0.2986631393432617;-0.5601558685302734;-0.037222862243652344;-0.9886875152587891;-0.12263870239257812,-0.6800308227539062;-1.6190338134765625;-2.6663856506347656;-9.145065307617188;-0.08527374267578125;-0.2476043701171875;-0.09853363037109375;-2.581584930419922;-0.14002227783203125
She is insensible means that she is insensible.,sensible-insensible,y,mm,n,fm,0.0;-3.225691318511963;-14.553898811340332;-12.227713584899902;-1.3821115493774414;-0.6975116729736328;-0.9959774017333984;-3.0908851623535156;-2.312406539916992,0.0;-1.9774818420410156;-42.55622100830078;-10.534919738769531;-3.5573043823242188;-6.773090362548828;-3.0880355834960938;-43.63737869262695;-3.30853271484375,-0.8460569381713867;-0.17371559143066406;-0.3197660446166992;-6.53875207901001;-0.18702411651611328;-0.5957736968994141;-0.07109260559082031;-0.22615432739257812;-0.13759231567382812,-0.2398529052734375;-0.787017822265625;-1.0264472961425781;-8.604957580566406;-0.078857421875;-0.4174041748046875;-0.06219482421875;-0.38130950927734375;-0.11993408203125
She is sensible means that she is insensible.,sensible-insensible,y,pm,n,fm,0.0;-3.225691318511963;-11.59096908569336;-12.592744827270508;-1.7944393157958984;-0.5100650787353516;-1.4233322143554688;-9.842275619506836;-1.8383007049560547,0.0;-3.2420616149902344;-10.940811157226562;-8.12078857421875;-3.8233642578125;-4.673984527587891;-5.450401306152344;-38.371604919433594;-4.386482238769531,-2.0444040298461914;-1.9711809158325195;-7.693994522094727;-8.600831985473633;-0.16158294677734375;-0.05212116241455078;-0.02040576934814453;-2.756114959716797;-0.14657211303710938,-0.37076568603515625;-1.61810302734375;-6.923377990722656;-11.573280334472656;-0.0422821044921875;-0.02742767333984375;-0.02860260009765625;-4.820732116699219;-0.11983489990234375
She is insensible means that she is sensible.,sensible-insensible,y,mp,n,fm,0.0;-3.225691318511963;-14.553898811340332;-12.227713584899902;-1.3821115493774414;-0.6975116729736328;-0.9959774017333984;-8.397299766540527;-1.5138845443725586,0.0;-1.16259765625;-35.67574691772461;-9.313041687011719;-3.3614578247070312;-7.6858673095703125;-3.642364501953125;-15.65018081665039;-5.781700134277344,-1.0023326873779297;-0.46172332763671875;-2.4950103759765625;-9.550701141357422;-0.16833782196044922;-0.02472972869873047;-0.025989532470703125;-7.4272661209106445;-0.175628662109375,-0.28351593017578125;-1.6413536071777344;-5.648632049560547;-9.218109130859375;-0.382171630859375;-0.04451751708984375;-0.0389404296875;-6.273834228515625;-0.10460662841796875
She is not sensible means that she is sensible.,sensible-insensible,y,pp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.934647560119629;-12.089166641235352;-1.8238611221313477;-0.7749547958374023;-1.1488656997680664;-6.430936813354492;-2.1592721939086914,0.0;-3.0825653076171875;-5.3054351806640625;-12.652446746826172;-10.170341491699219;-3.95074462890625;-5.67401123046875;-4.256160736083984;-12.259300231933594;-3.873706817626953,-1.4549312591552734;-0.0778970718383789;-2.427541732788086;-0.4334287643432617;-7.914401054382324;-0.43355274200439453;-0.44194889068603516;-0.07717418670654297;-4.288543224334717;-0.1561870574951172,-0.5379867553710938;-1.1834869384765625;-1.2684669494628906;-4.047145843505859;-9.496673583984375;-0.5589447021484375;-0.16400146484375;-0.04461669921875;-4.540336608886719;-0.16771697998046875
She is not insensible means that she is insensible.,sensible-insensible,y,mm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.368494987487793;-12.373425483703613;-1.7700796127319336;-0.7717113494873047;-0.9848194122314453;-3.130906105041504;-2.2187767028808594,0.0;-3.1969757080078125;-5.88287353515625;-36.074947357177734;-10.202377319335938;-2.7481155395507812;-7.649951934814453;-2.122325897216797;-37.18345260620117;-3.6904449462890625,-0.6920442581176758;-0.026258468627929688;-1.7910327911376953;-0.13593578338623047;-7.0542073249816895;-0.1865406036376953;-0.2856302261352539;-0.055808067321777344;-0.1781024932861328;-0.1133270263671875,-0.5504150390625;-0.9761619567871094;-0.8054656982421875;-0.9827423095703125;-8.060905456542969;-0.38111114501953125;-0.061004638671875;-0.04940032958984375;-0.5244522094726562;-0.1152191162109375
She is not sensible means that she is insensible.,sensible-insensible,y,pm,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-11.934647560119629;-12.089166641235352;-1.8238611221313477;-0.7749547958374023;-1.1488656997680664;-7.908546447753906;-1.6643438339233398,0.0;-0.6126632690429688;-3.2748565673828125;-10.363761901855469;-9.04079818725586;-5.860069274902344;-7.924827575683594;-3.274394989013672;-33.468040466308594;-5.183448791503906,-1.2557735443115234;-0.04818153381347656;-1.432607650756836;-5.275336265563965;-7.659212112426758;-0.23695087432861328;-0.0165557861328125;-0.04263877868652344;-3.0604724884033203;-0.10636711120605469,-0.3355560302734375;-0.29875946044921875;-1.0874671936035156;-6.568626403808594;-8.351425170898438;-3.5073928833007812;-0.00981903076171875;-0.02071380615234375;-2.144287109375;-0.12249755859375
She is not insensible means that she is sensible.,sensible-insensible,y,mp,y,fm,0.0;-3.225691318511963;-2.9663033485412598;-12.368494987487793;-12.373425483703613;-1.7700796127319336;-0.7717113494873047;-0.9848194122314453;-7.203179359436035;-1.5718498229980469,0.0;-1.1997871398925781;-4.978214263916016;-33.33122634887695;-10.696022033691406;-2.6324615478515625;-6.206611633300781;-4.879608154296875;-12.797210693359375;-4.588807106018066,-0.5001087188720703;-0.022134780883789062;-1.308176040649414;-1.681422233581543;-8.601919174194336;-0.21390533447265625;-0.012002944946289062;-0.019924163818359375;-4.843075752258301;-0.15108489990234375,-0.16558837890625;-0.4622344970703125;-0.6582298278808594;-4.498928070068359;-8.29135513305664;-3.507770538330078;-0.01787567138671875;-0.05646514892578125;-6.448459625244141;-0.0980072021484375
He is popular means that he is popular.,popular-unpopular,y,pp,n,mf,0.0;-3.1556758880615234;-7.729650020599365;-12.666112899780273;-1.3151664733886719;-0.9906492233276367;-1.091775894165039;-3.6488747596740723;-1.5105619430541992,0.0;-5.903530120849609;-8.653739929199219;-11.988550186157227;-4.04254150390625;-4.884773254394531;-5.483440399169922;-10.219060897827148;-6.746608734130859,-1.0606260299682617;-0.5264196395874023;-1.0655603408813477;-5.088139533996582;-0.1729259490966797;-0.20287704467773438;-0.09390544891357422;-1.1848058700561523;-0.1295623779296875,-0.8137283325195312;-1.4711341857910156;-1.4742660522460938;-7.168239593505859;-0.02738189697265625;-0.089202880859375;-0.09201812744140625;-1.064605712890625;-0.146728515625
He is unpopular means that he is unpopular.,popular-unpopular,y,mm,n,mf,0.0;-3.1556758880615234;-10.504727363586426;-13.23846435546875;-1.029679298400879;-1.232651710510254;-1.352142333984375;-3.037710189819336;-1.6275835037231445,0.0;-2.1129989624023438;-15.110435485839844;-11.997432708740234;-0.9909210205078125;-5.4113616943359375;-4.514461517333984;-14.632682800292969;-5.361457824707031,-1.1000289916992188;-0.6195993423461914;-2.5235023498535156;-6.993015289306641;-0.1033163070678711;-0.5762319564819336;-0.13119792938232422;-3.5925683975219727;-0.1702423095703125,-1.4085197448730469;-1.1850967407226562;-1.6437187194824219;-5.471538543701172;-0.02057647705078125;-0.09508514404296875;-0.0438079833984375;-2.0645523071289062;-0.1359100341796875
He is popular means that he is unpopular.,popular-unpopular,y,pm,n,mf,0.0;-3.1556758880615234;-7.729650020599365;-12.666112899780273;-1.3151664733886719;-0.9906492233276367;-1.091775894165039;-6.550841331481934;-1.022538185119629,0.0;-2.9826221466064453;-7.83453369140625;-10.876431465148926;-3.2147445678710938;-5.981525421142578;-4.004734039306641;-14.350944519042969;-5.684964179992676,-0.7753171920776367;-1.6207561492919922;-2.574568271636963;-8.87592887878418;-0.10745429992675781;-0.22593212127685547;-0.08175849914550781;-6.382205009460449;-0.031129837036132812,-1.0729598999023438;-1.1647720336914062;-3.2780723571777344;-9.283763885498047;-0.04450225830078125;-0.12895965576171875;-0.0511016845703125;-5.584842681884766;-0.1852264404296875
He is unpopular means that he is popular.,popular-unpopular,y,mp,n,mf,0.0;-3.1556758880615234;-10.504727363586426;-13.23846435546875;-1.029679298400879;-1.232651710510254;-1.352142333984375;-5.297635078430176;-1.634908676147461,0.0;-3.1457595825195312;-14.36221694946289;-10.609549522399902;-2.331157684326172;-5.957679748535156;-5.9550628662109375;-10.747989654541016;-4.737196922302246,-1.3287830352783203;-0.6691532135009766;-7.496870994567871;-8.477523803710938;-0.09506893157958984;-0.5413284301757812;-0.31251049041748047;-4.0280585289001465;-0.06487083435058594,-1.1327781677246094;-1.9322929382324219;-5.498687744140625;-7.241416931152344;-0.02394866943359375;-0.3294830322265625;-0.09723663330078125;-4.157863616943359;-0.18628692626953125
He is not popular means that he is popular.,popular-unpopular,y,pp,y,mf,0.0;-3.1556758880615234;-2.8939313888549805;-7.077693462371826;-12.446427345275879;-1.1499052047729492;-0.8587980270385742;-0.8649997711181641;-6.028066635131836;-1.4183979034423828,0.0;-3.85723876953125;-1.584197998046875;-10.74582290649414;-10.123031616210938;-4.667991638183594;-6.37109375;-3.832164764404297;-11.810901641845703;-4.6697540283203125,-0.9937648773193359;-0.0760955810546875;-3.7862348556518555;-2.00039005279541;-7.677119731903076;-0.2094573974609375;-0.6142663955688477;-0.2370004653930664;-2.773265838623047;-0.08026123046875,-1.7864265441894531;-1.0119132995605469;-2.6567306518554688;-1.7531814575195312;-7.3580169677734375;-0.1110382080078125;-0.10218048095703125;-0.07330322265625;-2.71173095703125;-0.1612091064453125
